,Unnamed: 0,coord_y,coord_x,tumor_patch,center_tumor_patch,wsi
41,41,94080,61568,False,False,camelyon16_train_tumor_008
42,42,168192,52416,True,True,camelyon16_train_tumor_015
43,43,28096,78464,True,True,camelyon16_train_tumor_094
44,44,83200,37184,True,True,camelyon16_train_tumor_047
45,45,182656,39680,True,True,camelyon16_train_tumor_068
46,46,63232,26624,True,True,camelyon16_train_tumor_098
47,47,62656,120640,True,True,camelyon16_train_tumor_077
48,48,45056,98688,False,False,camelyon16_train_normal_117
49,49,166848,28480,False,False,camelyon16_train_normal_036
50,50,69760,45632,False,False,camelyon16_train_normal_130
51,51,131968,79360,True,True,camelyon16_train_tumor_056
52,52,41664,29952,True,True,camelyon16_train_tumor_092
53,53,156288,27776,True,True,camelyon16_train_tumor_026
54,54,177856,58496,True,True,camelyon16_train_tumor_045
55,55,59008,116544,False,False,camelyon16_train_tumor_103
56,56,75328,30528,True,True,camelyon16_train_tumor_041
57,57,148544,41408,False,False,camelyon16_train_normal_062
58,58,116928,71360,True,True,camelyon16_train_tumor_040
59,59,35776,76288,True,True,camelyon16_train_tumor_093
60,60,120320,45184,True,True,camelyon16_train_tumor_023
61,61,147776,74432,True,True,camelyon16_train_tumor_003
62,62,42240,57664,False,False,camelyon16_train_normal_156
63,63,34496,33280,True,True,camelyon16_train_tumor_091
64,64,50624,69184,True,True,camelyon16_train_tumor_078
65,65,188480,37184,False,False,camelyon16_train_normal_096
66,66,60608,125504,True,True,camelyon16_train_tumor_077
67,67,31744,34048,True,True,camelyon16_train_tumor_091
68,68,79360,49984,True,True,camelyon16_train_tumor_086
69,69,157760,30080,True,True,camelyon16_train_tumor_036
70,70,165056,16320,True,True,camelyon16_train_tumor_026
71,71,147264,30400,False,False,camelyon16_train_normal_065
72,72,33152,78464,True,True,camelyon16_train_tumor_094
73,73,136320,61440,True,True,camelyon16_train_tumor_034
74,74,117824,23936,True,True,camelyon16_train_tumor_064
75,75,22208,18752,False,False,camelyon16_train_tumor_074
76,76,65536,70592,True,True,camelyon16_train_tumor_021
77,77,30720,81600,True,True,camelyon16_train_tumor_094
78,78,16896,39552,True,True,camelyon16_train_tumor_102
79,79,53184,17792,False,False,camelyon16_train_tumor_102
80,80,63680,26752,True,True,camelyon16_train_tumor_098
81,81,130560,39360,False,False,camelyon16_train_tumor_014
82,82,70848,92096,False,False,camelyon16_train_normal_104
83,83,53632,73472,True,True,camelyon16_train_tumor_078
84,84,41280,98176,False,False,camelyon16_train_tumor_101
85,85,57408,49856,False,False,camelyon16_train_tumor_101
86,86,27200,64768,True,True,camelyon16_train_tumor_089
87,87,151360,22272,False,False,camelyon16_train_normal_040
88,88,43456,18624,False,False,camelyon16_train_normal_103
89,89,31488,40896,True,True,camelyon16_train_tumor_090
90,90,114176,80448,True,True,camelyon16_train_tumor_047
91,91,24704,115904,True,True,camelyon16_train_tumor_103
92,92,72448,21696,False,False,camelyon16_train_tumor_072
93,93,43072,31744,False,False,camelyon16_train_tumor_014
94,94,40384,57664,False,False,camelyon16_train_tumor_104
95,95,149888,21760,False,False,camelyon16_train_normal_028
96,96,169216,42176,True,True,camelyon16_train_tumor_010
97,97,14592,37632,False,False,camelyon16_train_tumor_083
98,98,168128,27136,True,True,camelyon16_train_tumor_018
99,99,74944,19456,False,False,camelyon16_train_normal_135
100,100,83712,23680,True,True,camelyon16_train_tumor_095
101,101,34880,34112,True,True,camelyon16_train_tumor_090
102,102,118272,7808,False,False,camelyon16_train_normal_082
103,103,178560,40960,True,True,camelyon16_train_tumor_068
104,104,65088,51584,True,True,camelyon16_train_tumor_077
105,105,130752,84928,True,True,camelyon16_train_tumor_056
106,106,152384,48448,True,True,camelyon16_train_tumor_048
107,107,117184,25856,False,False,camelyon16_train_normal_018
108,108,71424,91968,True,True,camelyon16_train_tumor_105
109,109,87296,6336,False,False,camelyon16_train_tumor_042
110,110,138560,92160,False,False,camelyon16_train_tumor_024
111,111,91072,82432,False,False,camelyon16_train_tumor_009
112,112,63936,52224,True,True,camelyon16_train_tumor_077
113,113,59840,45568,False,False,camelyon16_train_tumor_078
114,114,170496,49984,False,False,camelyon16_train_tumor_050
115,115,95424,57152,False,False,camelyon16_train_normal_104
116,116,127552,69440,False,False,camelyon16_train_tumor_070
117,117,114496,47040,False,False,camelyon16_train_normal_036
118,118,173184,57024,False,False,camelyon16_train_normal_075
119,119,125760,30848,False,False,camelyon16_train_normal_008
120,120,127744,72640,False,False,camelyon16_train_normal_055
121,121,121088,7488,True,True,camelyon16_train_tumor_060
122,122,183808,35200,False,False,camelyon16_train_normal_088
123,123,11520,59392,True,True,camelyon16_train_tumor_083
124,124,100800,71168,False,False,camelyon16_train_normal_094
125,125,65216,51392,True,True,camelyon16_train_tumor_077
126,126,100288,24192,False,False,camelyon16_train_normal_084
127,127,44480,44480,False,False,camelyon16_train_normal_151
128,128,124416,83520,False,False,camelyon16_train_tumor_062
129,129,63360,26432,True,True,camelyon16_train_tumor_098
130,130,146240,29440,False,False,camelyon16_train_normal_044
131,131,22976,21248,False,False,camelyon16_train_normal_135
132,132,141120,24000,True,True,camelyon16_train_tumor_017
133,133,159872,28928,False,False,camelyon16_train_tumor_016
134,134,65216,52800,True,True,camelyon16_train_tumor_095
135,135,36736,126464,False,False,camelyon16_train_normal_158
136,136,29824,36544,False,False,camelyon16_train_normal_130
137,137,168000,55424,False,False,camelyon16_train_normal_047
138,138,21312,13696,False,False,camelyon16_train_normal_108
139,139,34944,115200,True,True,camelyon16_train_tumor_103
140,140,62272,169408,False,False,camelyon16_train_tumor_102
141,141,108544,25472,False,False,camelyon16_train_tumor_032
142,142,19584,36800,True,True,camelyon16_train_tumor_103
143,143,99648,35072,False,False,camelyon16_train_normal_050
144,144,184960,46144,False,False,camelyon16_train_normal_069
145,145,169920,42368,True,True,camelyon16_train_tumor_010
146,146,86528,25728,True,True,camelyon16_train_tumor_095
147,147,61184,125184,True,True,camelyon16_train_tumor_077
148,148,157824,30144,False,False,camelyon16_train_tumor_017
149,149,147968,59584,False,False,camelyon16_train_normal_042
150,150,136832,39424,False,False,camelyon16_train_normal_049
151,151,29760,84352,True,True,camelyon16_train_tumor_094
152,152,20544,24000,False,False,camelyon16_train_normal_113
153,153,9536,36160,False,False,camelyon16_train_tumor_084
154,154,24000,27776,True,True,camelyon16_train_tumor_105
155,155,168960,26944,True,True,camelyon16_train_tumor_058
156,156,75008,65664,False,False,camelyon16_train_normal_011
157,157,24128,55424,False,False,camelyon16_train_normal_113
158,158,37760,30528,False,False,camelyon16_train_normal_128
159,159,65024,70080,False,False,camelyon16_train_normal_059
160,160,184768,40768,False,False,camelyon16_train_normal_072
161,161,181888,39104,True,True,camelyon16_train_tumor_068
162,162,154816,70912,True,True,camelyon16_train_tumor_061
163,163,77376,35840,False,False,camelyon16_train_normal_023
164,164,184192,52480,True,True,camelyon16_train_tumor_061
165,165,41664,29440,True,True,camelyon16_train_tumor_092
166,166,31936,58432,False,False,camelyon16_train_normal_130
167,167,127488,25792,True,True,camelyon16_train_tumor_024
168,168,129344,56512,False,False,camelyon16_train_normal_002
169,169,120576,39104,True,True,camelyon16_train_tumor_023
170,170,182400,46528,True,True,camelyon16_train_tumor_068
171,171,121984,7744,True,True,camelyon16_train_tumor_060
172,172,75136,38272,False,False,camelyon16_train_tumor_093
173,173,24384,40256,False,False,camelyon16_train_normal_103
174,174,63168,26688,True,True,camelyon16_train_tumor_098
175,175,44224,23872,True,True,camelyon16_train_tumor_092
176,176,103168,46976,True,True,camelyon16_train_tumor_002
177,177,180544,56448,True,True,camelyon16_train_tumor_055
178,178,158656,29504,False,False,camelyon16_train_tumor_048
179,179,16128,41152,True,True,camelyon16_train_tumor_096
180,180,103808,47232,False,False,camelyon16_train_normal_033
181,181,53120,68544,False,False,camelyon16_train_normal_159
182,182,142656,37760,False,False,camelyon16_train_tumor_049
183,183,74816,29888,True,True,camelyon16_train_tumor_041
184,184,175232,66496,False,False,camelyon16_train_normal_073
185,185,107776,19392,False,False,camelyon16_train_tumor_050
186,186,142080,67840,True,True,camelyon16_train_tumor_050
187,187,170688,31232,True,True,camelyon16_train_tumor_058
188,188,32128,71296,False,False,camelyon16_train_tumor_086
189,189,157184,83520,True,True,camelyon16_train_tumor_027
190,190,83200,43008,True,True,camelyon16_train_tumor_095
191,191,35584,40192,True,True,camelyon16_train_tumor_091
192,192,89984,60736,True,True,camelyon16_train_tumor_054
193,193,148736,78336,False,False,camelyon16_train_normal_011
194,194,48896,37504,False,False,camelyon16_train_normal_121
195,195,36224,77760,True,True,camelyon16_train_tumor_093
196,196,18048,34816,True,True,camelyon16_train_tumor_103
197,197,139200,26944,True,True,camelyon16_train_tumor_017
198,198,185472,39168,False,False,camelyon16_train_normal_039
199,199,11200,24832,False,False,camelyon16_train_normal_108
200,200,19712,144128,True,True,camelyon16_train_tumor_102
201,201,53568,22336,True,True,camelyon16_train_tumor_084
202,202,154624,35776,False,False,camelyon16_train_normal_090
203,203,152448,54144,False,False,camelyon16_train_normal_093
204,204,141312,37184,True,True,camelyon16_train_tumor_040
205,205,43200,55360,False,False,camelyon16_train_normal_107
206,206,162816,15104,False,False,camelyon16_train_normal_080
207,207,140480,80704,False,False,camelyon16_train_tumor_032
208,208,135488,37504,False,False,camelyon16_train_normal_091
209,209,171648,62400,False,False,camelyon16_train_normal_064
210,210,27968,34624,True,True,camelyon16_train_tumor_103
211,211,115008,35328,False,False,camelyon16_train_tumor_064
212,212,39360,24384,False,False,camelyon16_train_normal_024
213,213,121344,49152,True,True,camelyon16_train_tumor_032
214,214,132416,40896,False,False,camelyon16_train_normal_041
215,215,162240,38464,True,True,camelyon16_train_tumor_025
216,216,153664,51776,False,False,camelyon16_train_normal_075
217,217,45440,68864,False,False,camelyon16_train_tumor_087
218,218,103168,46656,True,True,camelyon16_train_tumor_002
219,219,13376,8768,False,False,camelyon16_train_tumor_096
220,220,148352,51008,False,False,camelyon16_train_normal_089
221,221,147456,33792,True,True,camelyon16_train_tumor_047
222,222,167616,48384,True,True,camelyon16_train_tumor_025
223,223,149760,64384,True,True,camelyon16_train_tumor_053
224,224,71872,62912,True,True,camelyon16_train_tumor_095
225,225,155776,29312,False,False,camelyon16_train_normal_027
226,226,179840,45632,True,True,camelyon16_train_tumor_061
227,227,111104,70400,False,False,camelyon16_train_tumor_060
228,228,98880,72960,True,True,camelyon16_train_tumor_029
229,229,20032,110080,True,True,camelyon16_train_tumor_096
230,230,99200,49344,True,True,camelyon16_train_tumor_066
231,231,26240,79616,True,True,camelyon16_train_tumor_104
232,232,108480,53568,True,True,camelyon16_train_tumor_022
233,233,144064,80448,False,False,camelyon16_train_normal_045
234,234,37184,89216,False,False,camelyon16_train_tumor_108
235,235,63040,26752,True,True,camelyon16_train_tumor_098
236,236,62016,84736,False,False,camelyon16_train_tumor_076
237,237,167552,51648,True,True,camelyon16_train_tumor_015
238,238,136384,34368,False,False,camelyon16_train_normal_008
239,239,24448,46208,True,True,camelyon16_train_tumor_078
240,240,120448,45184,True,True,camelyon16_train_tumor_023
241,241,7872,145088,True,True,camelyon16_train_tumor_102
242,242,75456,70912,False,False,camelyon16_train_tumor_063
243,243,105472,48192,False,False,camelyon16_train_normal_041
244,244,62848,68928,True,True,camelyon16_train_tumor_021
245,245,157248,53888,False,False,camelyon16_train_normal_050
246,246,51904,47040,False,False,camelyon16_train_normal_110
247,247,10240,79424,True,True,camelyon16_train_tumor_083
248,248,90304,53312,False,False,camelyon16_train_normal_001
249,249,149632,64448,True,True,camelyon16_train_tumor_053
250,250,42816,20736,False,False,camelyon16_train_normal_117
251,251,12544,141440,True,True,camelyon16_train_tumor_102
252,252,139712,63360,False,False,camelyon16_train_normal_089
253,253,128576,39360,False,False,camelyon16_train_tumor_059
254,254,52544,19520,True,True,camelyon16_train_tumor_084
255,255,196480,29440,False,False,camelyon16_train_tumor_061
256,256,159104,78208,True,True,camelyon16_train_tumor_028
257,257,45376,13824,False,False,camelyon16_train_tumor_105
258,258,27264,83584,True,True,camelyon16_train_tumor_094
259,259,97344,21888,False,False,camelyon16_train_normal_029
260,260,19776,19008,True,True,camelyon16_train_tumor_106
261,261,130944,74112,True,True,camelyon16_train_tumor_009
262,262,78016,78272,True,True,camelyon16_train_tumor_015
263,263,83968,53376,True,True,camelyon16_train_tumor_063
264,264,35072,75840,True,True,camelyon16_train_tumor_093
265,265,157248,34560,True,True,camelyon16_train_tumor_025
266,266,184448,45056,False,False,camelyon16_train_tumor_061
267,267,158592,78656,False,False,camelyon16_train_normal_066
268,268,55616,24832,False,False,camelyon16_train_normal_033
269,269,75520,39680,False,False,camelyon16_train_normal_122
270,270,27264,83456,True,True,camelyon16_train_tumor_094
271,271,73664,51072,True,True,camelyon16_train_tumor_067
272,272,24384,61696,False,False,camelyon16_train_normal_111
273,273,116352,64000,False,False,camelyon16_train_normal_005
274,274,84736,64512,True,False,camelyon16_train_tumor_078
275,275,170304,46272,False,False,camelyon16_train_normal_055
276,276,85376,71808,False,False,camelyon16_train_normal_082
277,277,23936,42944,True,True,camelyon16_train_tumor_101
278,278,146176,46784,True,True,camelyon16_train_tumor_028
279,279,159808,42560,True,True,camelyon16_train_tumor_044
280,280,92608,26752,False,False,camelyon16_train_normal_071
281,281,76544,57984,False,False,camelyon16_train_tumor_008
282,282,115392,27392,True,True,camelyon16_train_tumor_064
283,283,74176,28672,True,True,camelyon16_train_tumor_041
284,284,164416,33280,True,True,camelyon16_train_tumor_009
285,285,132416,52160,False,False,camelyon16_train_normal_077
286,286,23488,115328,True,True,camelyon16_train_tumor_101
287,287,122496,65024,False,False,camelyon16_train_normal_001
288,288,130368,5760,True,True,camelyon16_train_tumor_008
289,289,127936,20544,False,False,camelyon16_train_normal_054
290,290,46848,90816,False,False,camelyon16_train_normal_124
291,291,159104,71296,False,False,camelyon16_train_normal_097
292,292,157696,70336,False,False,camelyon16_train_normal_026
293,293,122624,57152,False,False,camelyon16_train_normal_088
294,294,17792,109632,True,True,camelyon16_train_tumor_096
295,295,26816,35776,True,True,camelyon16_train_tumor_103
296,296,192960,32384,False,False,camelyon16_train_normal_074
297,297,66688,66304,True,True,camelyon16_train_tumor_104
298,298,72704,36800,False,False,camelyon16_train_tumor_052
299,299,154560,31104,True,True,camelyon16_train_tumor_042
300,300,47040,60608,False,False,camelyon16_train_tumor_107
301,301,142080,67584,True,True,camelyon16_train_tumor_050
302,302,42432,63808,True,True,camelyon16_train_tumor_087
303,303,157952,83008,True,True,camelyon16_train_tumor_027
304,304,148544,73920,True,True,camelyon16_train_tumor_003
305,305,92096,60480,False,False,camelyon16_train_normal_071
306,306,127552,14912,True,True,camelyon16_train_tumor_049
307,307,39808,105408,False,False,camelyon16_train_normal_131
308,308,152320,73088,False,False,camelyon16_train_tumor_017
309,309,33856,36544,False,False,camelyon16_train_tumor_076
310,310,158848,34624,True,True,camelyon16_train_tumor_025
311,311,152640,12992,True,True,camelyon16_train_tumor_007
312,312,149696,82112,False,False,camelyon16_train_normal_045
313,313,146560,51968,False,False,camelyon16_train_normal_075
314,314,39040,33984,True,True,camelyon16_train_tumor_105
315,315,68288,109504,False,False,camelyon16_train_normal_138
316,316,139200,66816,True,True,camelyon16_train_tumor_034
317,317,91840,15488,False,False,camelyon16_train_normal_092
318,318,129088,40704,False,False,camelyon16_train_normal_048
319,319,116672,57792,False,False,camelyon16_train_tumor_068
320,320,75136,36800,False,False,camelyon16_train_normal_039
321,321,121792,29248,False,False,camelyon16_train_tumor_042
322,322,50432,47232,False,False,camelyon16_train_normal_154
323,323,87104,45056,False,False,camelyon16_train_normal_074
324,324,158592,81536,True,True,camelyon16_train_tumor_027
325,325,51392,135808,True,True,camelyon16_train_tumor_088
326,326,170816,23360,True,True,camelyon16_train_tumor_026
327,327,113344,29120,False,False,camelyon16_train_tumor_028
328,328,142976,52736,False,False,camelyon16_train_normal_048
329,329,117568,72000,False,False,camelyon16_train_normal_091
330,330,14720,43840,False,False,camelyon16_train_tumor_096
331,331,70016,43776,True,True,camelyon16_train_tumor_014
332,332,118464,16064,True,True,camelyon16_train_tumor_054
333,333,151040,41920,True,True,camelyon16_train_tumor_016
334,334,120256,71616,False,False,camelyon16_train_tumor_030
335,335,21696,55360,False,False,camelyon16_train_normal_139
336,336,107584,38848,True,True,camelyon16_train_tumor_030
337,337,7488,62208,True,True,camelyon16_train_tumor_083
338,338,125824,43840,False,False,camelyon16_train_normal_007
339,339,87040,39040,True,True,camelyon16_train_tumor_035
340,340,43264,29120,True,True,camelyon16_train_tumor_092
341,341,81600,61760,False,False,camelyon16_train_normal_092
342,342,13312,31232,False,False,camelyon16_train_tumor_091
343,343,62080,78720,True,True,camelyon16_train_tumor_089
344,344,121280,26880,False,False,camelyon16_train_tumor_021
345,345,127104,24960,True,True,camelyon16_train_tumor_024
346,346,63104,27264,True,True,camelyon16_train_tumor_098
347,347,61248,46592,True,True,camelyon16_train_tumor_054
348,348,116800,71616,True,True,camelyon16_train_tumor_040
349,349,107968,20992,False,False,camelyon16_train_normal_015
350,350,121024,72704,False,False,camelyon16_train_tumor_048
351,351,121472,7360,True,True,camelyon16_train_tumor_060
352,352,108224,48832,False,False,camelyon16_train_normal_054
353,353,152320,48896,True,True,camelyon16_train_tumor_048
354,354,71232,44864,True,True,camelyon16_train_tumor_054
355,355,149440,64768,True,True,camelyon16_train_tumor_053
356,356,170496,53696,True,True,camelyon16_train_tumor_015
357,357,26048,80320,False,False,camelyon16_train_normal_116
358,358,158848,36608,False,False,camelyon16_train_normal_012
359,359,126912,27520,False,False,camelyon16_train_normal_002
360,360,140736,28544,False,False,camelyon16_train_tumor_050
361,361,153600,42240,False,False,camelyon16_train_tumor_050
362,362,186432,35520,False,False,camelyon16_train_tumor_004
363,363,104320,47168,True,True,camelyon16_train_tumor_002
364,364,154688,62912,False,False,camelyon16_train_normal_088
365,365,133696,63040,True,True,camelyon16_train_tumor_034
366,366,49280,32896,False,False,camelyon16_train_normal_117
367,367,146880,57152,False,False,camelyon16_train_normal_042
368,368,65216,63616,False,False,camelyon16_train_normal_064
369,369,99904,38848,False,False,camelyon16_train_tumor_008
370,370,28224,58176,False,False,camelyon16_train_normal_122
371,371,68928,67328,False,False,camelyon16_train_normal_092
372,372,103488,57280,True,True,camelyon16_train_tumor_047
373,373,135232,49664,False,False,camelyon16_train_normal_049
374,374,95680,84480,False,False,camelyon16_train_tumor_008
375,375,129216,56832,False,False,camelyon16_train_tumor_068
376,376,76736,94208,False,False,camelyon16_train_tumor_072
377,377,54912,34688,False,False,camelyon16_train_normal_033
378,378,89216,77952,False,False,camelyon16_train_tumor_041
379,379,35520,76416,True,True,camelyon16_train_tumor_093
380,380,117312,54208,False,False,camelyon16_train_normal_029
381,381,166464,27072,True,True,camelyon16_train_tumor_018
382,382,49024,21184,True,True,camelyon16_train_tumor_084
383,383,73536,51136,True,True,camelyon16_train_tumor_067
384,384,35328,39040,True,True,camelyon16_train_tumor_090
385,385,96576,70144,True,True,camelyon16_train_tumor_004
386,386,130688,43520,True,True,camelyon16_train_tumor_068
387,387,100608,71936,False,False,camelyon16_train_normal_018
388,388,26496,81344,True,True,camelyon16_train_tumor_094
389,389,169664,55680,True,True,camelyon16_train_tumor_006
390,390,90624,78592,True,True,camelyon16_train_tumor_029
391,391,38976,117440,False,False,camelyon16_train_normal_120
392,392,136000,61376,True,True,camelyon16_train_tumor_034
393,393,28608,83072,True,True,camelyon16_train_tumor_094
394,394,148288,74496,True,True,camelyon16_train_tumor_003
395,395,51648,31488,True,True,camelyon16_train_tumor_075
396,396,137024,40448,False,False,camelyon16_train_normal_041
397,397,133248,59200,True,True,camelyon16_train_tumor_009
398,398,114624,54464,False,False,camelyon16_train_normal_041
399,399,105600,64256,False,False,camelyon16_train_normal_064
400,400,127232,19072,False,False,camelyon16_train_tumor_049
401,401,139648,67008,True,True,camelyon16_train_tumor_034
402,402,151872,30848,True,True,camelyon16_train_tumor_042
403,403,26560,99584,False,False,camelyon16_train_tumor_087
404,404,124992,29824,False,False,camelyon16_train_normal_090
405,405,131456,46272,False,False,camelyon16_train_normal_024
406,406,9856,140864,True,True,camelyon16_train_tumor_102
407,407,72448,91456,True,True,camelyon16_train_tumor_105
408,408,49408,70592,False,False,camelyon16_train_normal_140
409,409,78976,44736,False,False,camelyon16_train_tumor_104
410,410,23104,59200,False,False,camelyon16_train_tumor_094
411,411,132480,82240,False,False,camelyon16_train_tumor_024
412,412,172736,38144,True,True,camelyon16_train_tumor_018
413,413,17856,47040,True,True,camelyon16_train_tumor_096
414,414,130176,86336,True,True,camelyon16_train_tumor_056
415,415,36928,58688,True,True,camelyon16_train_tumor_100
416,416,68544,58688,True,True,camelyon16_train_tumor_095
417,417,134144,32704,False,False,camelyon16_train_normal_062
418,418,167936,52096,True,True,camelyon16_train_tumor_044
419,419,111680,65152,True,True,camelyon16_train_tumor_039
420,420,171520,63104,False,False,camelyon16_train_tumor_040
421,421,24256,25536,True,True,camelyon16_train_tumor_110
422,422,157184,36032,True,True,camelyon16_train_tumor_025
423,423,136640,72704,False,False,camelyon16_train_tumor_061
424,424,57600,21632,False,False,camelyon16_train_normal_160
425,425,119936,54528,True,True,camelyon16_train_tumor_059
426,426,117440,36224,True,True,camelyon16_train_tumor_010
427,427,114304,87808,True,True,camelyon16_train_tumor_062
428,428,71936,43840,False,False,camelyon16_train_tumor_083
429,429,153536,16448,True,True,camelyon16_train_tumor_070
430,430,8384,93888,False,False,camelyon16_train_tumor_074
431,431,151488,48064,True,True,camelyon16_train_tumor_048
432,432,183872,46720,True,True,camelyon16_train_tumor_068
433,433,153152,13376,True,True,camelyon16_train_tumor_007
434,434,132480,39360,False,False,camelyon16_train_normal_038
435,435,104064,31808,False,False,camelyon16_train_tumor_039
436,436,79296,50368,True,True,camelyon16_train_tumor_086
437,437,59136,65792,False,False,camelyon16_train_tumor_078
438,438,175808,60736,True,True,camelyon16_train_tumor_006
439,439,120320,48128,True,True,camelyon16_train_tumor_032
440,440,74624,28800,True,True,camelyon16_train_tumor_041
441,441,63232,52480,True,True,camelyon16_train_tumor_077
442,442,120192,17280,True,True,camelyon16_train_tumor_026
443,443,11264,46848,True,True,camelyon16_train_tumor_110
444,444,155840,78656,False,False,camelyon16_train_normal_059
445,445,149696,64192,True,True,camelyon16_train_tumor_053
446,446,37248,78080,True,True,camelyon16_train_tumor_093
447,447,161664,64000,False,False,camelyon16_train_normal_065
448,448,63360,26816,True,True,camelyon16_train_tumor_098
449,449,54208,35072,False,False,camelyon16_train_normal_060
450,450,158016,59392,True,True,camelyon16_train_tumor_028
451,451,110080,61056,False,False,camelyon16_train_normal_005
452,452,121664,7616,True,True,camelyon16_train_tumor_060
453,453,114816,26880,False,False,camelyon16_train_tumor_004
454,454,181504,67520,False,False,camelyon16_train_normal_022
455,455,127232,30336,False,False,camelyon16_train_normal_048
456,456,67648,128128,False,False,camelyon16_train_tumor_083
457,457,58240,21952,False,False,camelyon16_train_tumor_074
458,458,148672,59520,False,False,camelyon16_train_normal_053
459,459,91264,63552,True,True,camelyon16_train_tumor_036
460,460,147008,74176,True,True,camelyon16_train_tumor_003
461,461,17856,52800,False,False,camelyon16_train_normal_110
462,462,145536,55040,False,False,camelyon16_train_normal_039
463,463,37696,79808,True,True,camelyon16_train_tumor_093
464,464,129472,38016,False,False,camelyon16_train_normal_048
465,465,185024,61120,False,False,camelyon16_train_normal_096
466,466,66432,34368,False,False,camelyon16_train_normal_136
467,467,190016,5568,False,False,camelyon16_train_normal_066
468,468,62784,25600,False,False,camelyon16_train_tumor_098
469,469,149696,64448,True,True,camelyon16_train_tumor_053
470,470,75328,75520,True,True,camelyon16_train_tumor_015
471,471,68864,83392,True,True,camelyon16_train_tumor_105
472,472,75456,30976,True,True,camelyon16_train_tumor_041
473,473,166272,51648,True,True,camelyon16_train_tumor_015
474,474,18048,19904,True,True,camelyon16_train_tumor_106
475,475,185344,52480,False,False,camelyon16_train_normal_037
476,476,141824,67648,True,True,camelyon16_train_tumor_050
477,477,94912,78656,False,False,camelyon16_train_tumor_008
478,478,73152,38016,False,False,camelyon16_train_normal_037
479,479,104128,47040,True,True,camelyon16_train_tumor_002
480,480,153728,30144,True,True,camelyon16_train_tumor_042
481,481,29568,43008,True,True,camelyon16_train_tumor_090
482,482,177216,46336,True,True,camelyon16_train_tumor_068
483,483,153664,74560,False,False,camelyon16_train_tumor_023
484,484,165888,27968,False,False,camelyon16_train_tumor_036
485,485,172352,58304,True,True,camelyon16_train_tumor_006
486,486,113792,82368,False,False,camelyon16_train_tumor_008
487,487,141248,74240,False,False,camelyon16_train_normal_046
488,488,99520,72128,True,True,camelyon16_train_tumor_029
489,489,178240,55360,True,True,camelyon16_train_tumor_045
490,490,89984,57728,False,False,camelyon16_train_tumor_108
491,491,81600,56320,False,False,camelyon16_train_normal_006
492,492,117504,68800,False,False,camelyon16_train_normal_029
493,493,74048,82752,True,True,camelyon16_train_tumor_033
494,494,79424,49856,True,True,camelyon16_train_tumor_086
495,495,166528,38656,False,False,camelyon16_train_normal_055
496,496,36096,77504,True,True,camelyon16_train_tumor_093
497,497,106240,48640,False,False,camelyon16_train_normal_041
498,498,23040,34624,False,False,camelyon16_train_normal_141
499,499,152320,68800,False,False,camelyon16_train_normal_005
500,500,117888,23424,True,True,camelyon16_train_tumor_064
501,501,156352,30912,True,True,camelyon16_train_tumor_036
