Extraction,Colour,box_label,box_prob,P(E_b),P(E_w)
16,B,P(H_3),5.125075176875499e-4,0.7864957689142754,0.21350423108572458
16,B,P(H_4),5.561062474908291e-8,0.7864957689142754,0.21350423108572458
16,B,P(H_5),0,0.7864957689142754,0.21350423108572458
17,B,P(H_0),0,0.7897500723817008,0.2102499276182992
17,B,P(H_1),0.9490110438592892,0.7897500723817008,0.2102499276182992
17,B,P(H_2),0.05072828833129199,0.7897500723817008,0.2102499276182992
17,B,P(H_3),2.6065366805217284e-4,0.7897500723817008,0.2102499276182992
17,B,P(H_4),1.4141366539288838e-8,0.7897500723817008,0.2102499276182992
17,B,P(H_5),0,0.7897500723817008,0.2102499276182992
18,B,P(H_0),0,0.7922391892094123,0.20776081079058772
18,B,P(H_1),0.9613279715161479,0.7922391892094123,0.20776081079058772
18,B,P(H_2),0.0385400065959911,0.7922391892094123,0.20776081079058772
18,B,P(H_3),1.3201830663521312e-4,0.7922391892094123,0.20776081079058772
18,B,P(H_4),3.581225765929161e-9,0.7922391892094123,0.20776081079058772
18,B,P(H_5),0,0.7922391892094123,0.20776081079058772
19,B,P(H_0),0,0.7941357052092262,0.20586429479077384
19,B,P(H_1),0.970745183636242,0.7941357052092262,0.20586429479077384
19,B,P(H_2),0.029188159677723667,0.7941357052092262,0.20586429479077384
19,B,P(H_3),6.665578195744456e-5,0.7941357052092262,0.20586429479077384
19,B,P(H_4),9.04076903719676e-10,0.7941357052092262,0.20586429479077384
19,B,P(H_5),0,0.7941357052092262,0.20586429479077384
20,B,P(H_0),0,0.7955760153184352,0.20442398468156475
20,B,P(H_1),0.9779136510483286,0.7955760153184352,0.20442398468156475
20,B,P(H_2),0.022052774723207016,0.7955760153184352,0.20442398468156475
20,B,P(H_3),3.3574000776042764e-5,0.7955760153184352,0.20442398468156475
20,B,P(H_4),2.2768826481148687e-10,0.7955760153184352,0.20442398468156475
20,B,P(H_5),0,0.7955760153184352,0.20442398468156475
