Extraction,Colour,box_label,box_prob,P(E_b),P(E_w)
20,B,P(H_2),0.001973017901508039,0.40907125521433463,0.5909287447856654
20,B,P(H_3),0.05953552202215461,0.40907125521433463,0.5909287447856654
20,B,P(H_4),0.3153268128473851,0.40907125521433463,0.5909287447856654
20,B,P(H_5),0.45937902794872365,0.40907125521433463,0.5909287447856654
20,B,P(H_6),0.15981445002215117,0.40907125521433463,0.5909287447856654
20,B,P(H_7),0.0039695159819499466,0.40907125521433463,0.5909287447856654
20,B,P(H_8),0,0.40907125521433463,0.5909287447856654
21,W,P(H_0),0,0.39128541262352234,0.6087145873764777
21,W,P(H_1),3.497198566693744e-7,0.39128541262352234,0.6087145873764777
21,W,P(H_2),8.347105801324948e-4,0.39128541262352234,0.6087145873764777
21,W,P(H_3),0.03778090159822185,0.39128541262352234,0.6087145873764777
21,W,P(H_4),0.2668061214061915,0.39128541262352234,0.6087145873764777
21,W,P(H_5),0.485865504092359,0.39128541262352234,0.6087145873764777
21,W,P(H_6),0.20283467097219626,0.39128541262352234,0.6087145873764777
21,W,P(H_7),0.005877741631042177,0.39128541262352234,0.6087145873764777
21,W,P(H_8),0,0.39128541262352234,0.6087145873764777
22,W,P(H_0),0,0.3749903266679372,0.6250096733320628
22,W,P(H_1),7.181523654966227e-8,0.3749903266679372,0.6250096733320628
22,W,P(H_2),3.4281689540661655e-4,0.3749903266679372,0.6250096733320628
22,W,P(H_3),0.023275009985214423,0.3749903266679372,0.6250096733320628
22,W,P(H_4),0.21915535370698885,0.3749903266679372,0.6250096733320628
22,W,P(H_5),0.4988642400808988,0.3749903266679372,0.6250096733320628
22,W,P(H_6),0.24991351675142354,0.3749903266679372,0.6250096733320628
22,W,P(H_7),0.00844899076483122,0.3749903266679372,0.6250096733320628
22,W,P(H_8),0,0.3749903266679372,0.6250096733320628
23,B,P(H_0),0,0.3999514442442622,0.6000485557557378
23,B,P(H_1),1.6757320792597223e-7,0.3999514442442622,0.6000485557557378
23,B,P(H_2),6.856514775716915e-4,0.3999514442442622,0.6000485557557378
23,B,P(H_3),0.038792683987394216,0.3999514442442622,0.6000485557557378
23,B,P(H_4),0.292214676114907,0.3999514442442622,0.6000485557557378
23,B,P(H_5),0.49887710889138637,0.3999514442442622,0.6000485557557378
23,B,P(H_6),0.16661330904992108,0.3999514442442622,0.6000485557557378
23,B,P(H_7),0.002816402905611816,0.3999514442442622,0.6000485557557378
23,B,P(H_8),0,0.3999514442442622,0.6000485557557378
24,B,P(H_0),0,0.42306335543873436,0.5769366445612656
24,B,P(H_1),3.6661089501073666e-7,0.42306335543873436,0.5769366445612656
24,B,P(H_2),0.00128575259716954,0.42306335543873436,0.5769366445612656
24,B,P(H_3),0.06062092746767026,0.42306335543873436,0.5769366445612656
24,B,P(H_4),0.36531269022802026,0.42306335543873436,0.5769366445612656
24,B,P(H_5),0.46775406996659136,0.42306335543873436,0.5769366445612656
24,B,P(H_6),0.10414596037073277,0.42306335543873436,0.5769366445612656
24,B,P(H_7),8.802327589207789e-4,0.42306335543873436,0.5769366445612656
24,B,P(H_8),0,0.42306335543873436,0.5769366445612656
25,W,P(H_0),0,0.40737718176481197,0.592622818235188
25,W,P(H_1),7.943049259973939e-8,0.40737718176481197,0.592622818235188
25,W,P(H_2),5.571463562291563e-4,0.40737718176481197,0.592622818235188
25,W,P(H_3),0.03940267621181119,0.40737718176481197,0.592622818235188
25,W,P(H_4),0.3165968860461482,0.40737718176481197,0.592622818235188
25,W,P(H_5),0.50672165910251,0.40737718176481197,0.592622818235188
25,W,P(H_6),0.13538656456368503,0.40737718176481197,0.592622818235188
25,W,P(H_7),0.0013349882891238202,0.40737718176481197,0.592622818235188
25,W,P(H_8),0,0.40737718176481197,0.592622818235188
26,W,P(H_0),0,0.3928005710670527,0.6071994289329473
26,W,P(H_1),1.6754014981291322e-8,0.3928005710670527,0.6071994289329473
26,W,P(H_2),2.350341309369088e-4,0.3928005710670527,0.6071994289329473
26,W,P(H_3),0.024933234301425765,0.3928005710670527,0.6071994289329473
26,W,P(H_4),0.26711499819477397,0.3928005710670527,0.6071994289329473
26,W,P(H_5),0.534405742057308,0.3928005710670527,0.6071994289329473
26,W,P(H_6),0.17133988145300655,0.3928005710670527,0.6071994289329473
26,W,P(H_7),0.001971093108533943,0.3928005710670527,0.6071994289329473
26,W,P(H_8),0,0.3928005710670527,0.6071994289329473
27,W,P(H_0),0,0.3792159510930714,0.6207840489069286
27,W,P(H_1),3.449034654630221e-9,0.3792159510930714,0.6207840489069286
27,W,P(H_2),9.676974307681022e-5,0.3792159510930714,0.6207840489069286
27,W,P(H_3),0.015398504045805306,0.3792159510930714,0.6207840489069286
27,W,P(H_4),0.21995656242973124,0.3792159510930714,0.6207840489069286
27,W,P(H_5),0.5500723038767898,0.3792159510930714,0.6207840489069286
27,W,P(H_6),0.21163542810898403,0.3792159510930714,0.6207840489069286
27,W,P(H_7),0.0028404283465781363,0.3792159510930714,0.6207840489069286
27,W,P(H_8),0,0.3792159510930714,0.6207840489069286
28,B,P(H_0),0,0.3999940670128767,0.6000059329871232
28,B,P(H_1),7.958276317497932e-9,0.3999940670128767,0.6000059329871232
28,B,P(H_2),1.9138780185381742e-4,0.3999940670128767,0.6000059329871232
28,B,P(H_3),0.025378850760068034,0.3999940670128767,0.6000059329871232
28,B,P(H_4),0.290014913396598,0.3999940670128767,0.6000059329871232
28,B,P(H_5),0.5439568492812936,0.3999940670128767,0.6000059329871232
28,B,P(H_6),0.13952170755143298,0.3999940670128767,0.6000059329871232
28,B,P(H_7),9.362832504773142e-4,0.3999940670128767,0.6000059329871232
28,B,P(H_8),0,0.3999940670128767,0.6000059329871232
29,B,P(H_0),0,0.419390399936692,0.580609600063308
29,B,P(H_1),1.740898766277581e-8,0.419390399936692,0.580609600063308
29,B,P(H_2),3.588574512175006e-4,0.419390399936692,0.580609600063308
29,B,P(H_3),0.03965504249474754,0.419390399936692,0.580609600063308
29,B,P(H_4),0.36252401887158714,0.419390399936692,0.580609600063308
29,B,P(H_5),0.5099671102719592,0.419390399936692,0.580609600063308
29,B,P(H_6),0.0872023606458527,0.419390399936692,0.580609600063308
29,B,P(H_7),2.9259285564827304e-4,0.419390399936692,0.580609600063308
29,B,P(H_8),0,0.419390399936692,0.580609600063308
30,W,P(H_0),0,0.4062944005537752,0.5937055994462248
30,W,P(H_1),3.747997721032683e-9,0.4062944005537752,0.5937055994462248
30,W,P(H_2),1.545175325977954e-4,0.4062944005537752,0.5937055994462248
30,W,P(H_3),0.025612116874934338,0.4062944005537752,0.5937055994462248
30,W,P(H_4),0.3121925807221053,0.4062944005537752,0.5937055994462248
30,W,P(H_5),0.5489565516746902,0.4062944005537752,0.5937055994462248
30,W,P(H_6),0.11264328126379293,0.4062944005537752,0.5937055994462248
30,W,P(H_7),4.409481838817742e-4,0.4062944005537752,0.5937055994462248
30,W,P(H_8),0,0.4062944005537752,0.5937055994462248
